  0.01 	0       	200     	-0.5    	0.5    	100    	0.6942553920752983
  0.01 	0       	200     	0       	0      	100    	0.6949992545774517
  0.01 	0       	400     	-0.5    	0.5    	100    	0.5345480018503547
  0.01 	0       	400     	-1      	0.5    	100    	0.5311322343540136
  0.01 	0       	200     	-0.5    	-0.5   	100    	0.6514556325091074
  0.01 	0       	300     	-0.5    	-0.5   	100    	0.6647992744713762
  0.01 	0       	200     	-1      	0      	100    	0.6897150285817473
  0.01 	0       	400     	-0.5    	0      	100    	0.5595154321311868
  0.01 	0       	300     	-1      	0      	100    	0.669649024399858
  0.01 	0       	400     	-1      	0      	100    	0.5499201961814609
  0.01 	0       	300     	0       	0.5    	100    	0.660084625539361
  0.01 	0       	300     	-0.5    	0      	100    	0.6757051014656998
  0.01 	0       	400     	-1      	-0.5   	100    	0.5724818302710453
  0.01 	0       	400     	-0.5    	-0.5   	100    	0.5819911307366057
  0.01 	0       	400     	0       	0.5    	100    	0.5270825509467081
  0.01 	0       	400     	0.5     	0.5    	100    	0.5114911500352444
  0.01 	0       	300     	-1      	-0.5   	100    	0.6456666828133106
  0.01 	0       	300     	0       	0      	100    	0.6762638841947506
  0.01 	0       	400     	0       	0      	100    	0.5510655331860669
  0.01 	0       	400     	0       	0.5    	100    	0.5270825509467081
  0.01 	0       	400     	0.5     	0.5    	100    	0.5116326147372187
  0.01 	0       	400     	-1      	0.5    	100    	0.5311322343540136
  0.01 	0       	400     	-0.5    	0.5    	100    	0.5345480018503547
  0.01 	0       	400     	-0.5    	-0.5   	100    	0.5818878776296509
  0.01 	0       	200     	-0.5    	0      	100    	0.6966493266233212
  0.01 	0       	400     	-1      	-1     	100    	0.5993693300854736
  0.01 	0       	400     	-1      	-0.5   	100    	0.5724818302710453
  0.01 	0       	200     	-1      	-1     	100    	0.5672382900267864
  0.01 	0       	200     	-1      	0.5    	100    	0.692241658260823
  0.01 	0       	300     	-1      	0.5    	100    	0.6611067726061216
  0.01 	0       	300     	0.5     	0.5    	100    	0.649617096180734
  0.01 	0       	400     	0       	0      	100    	0.5519019459018953
  0.01 	0       	200     	0       	0.5    	100    	0.6932451795025857
  0.01 	0       	400     	-1      	0      	100    	0.5499201961814609
  0.01 	0       	400     	-1      	-1     	100    	0.5997374195509633
  0.01 	0       	200     	-1      	-0.5   	100    	0.6484641994675279
  0.01 	0       	300     	-1      	-1     	100    	0.6057278566023556
  0.01 	0       	300     	-0.5    	0.5    	100    	0.6625051108743968
  0.01 	0       	400     	-0.5    	0      	100    	0.5595154321311868
  0.01 	0       	200     	0.5     	0.5    	100    	0.6938656581132168
