  0.01 	0       	400     	-0.5    	0.5    	300    	0.778475532086512
  0.01 	0       	400     	-1      	0.5    	300    	0.7779435326017934
  0.01 	0       	300     	-0.5    	-0.5   	300    	0.7508527080768868
  0.01 	0       	400     	-0.5    	0      	300    	0.7909162236949148
  0.01 	0       	300     	-1      	0      	300    	0.7755792198867791
  0.01 	0       	400     	-1      	0      	300    	0.7886944069870768
  0.01 	0       	300     	0       	0.5    	300    	0.7685041118367766
  0.01 	0       	300     	-0.5    	0      	300    	0.7764794499887083
  0.01 	0       	400     	-1      	-0.5   	300    	0.7806193686116936
  0.01 	0       	400     	-0.5    	-0.5   	300    	0.7859158860969575
  0.01 	0       	400     	0       	0.5    	300    	0.7790770869347712
  0.01 	0       	400     	0.5     	0.5    	300    	0.7779370981677555
  0.01 	0       	300     	-1      	-0.5   	300    	0.7459358528629103
  0.01 	0       	300     	0       	0      	300    	0.7774022993228997
  0.01 	0       	400     	0       	0      	300    	0.7900783546704518
  0.01 	0       	400     	0       	0.5    	300    	0.7790770869347712
  0.01 	0       	400     	0.5     	0.5    	300    	0.7780724683291544
  0.01 	0       	400     	-1      	0.5    	300    	0.7779435326017934
  0.01 	0       	400     	-0.5    	0.5    	300    	0.778475532086512
  0.01 	0       	400     	-0.5    	-0.5   	300    	0.7860761796557999
  0.01 	0       	400     	-1      	-1     	300    	0.7727512636702178
  0.01 	0       	400     	-1      	-0.5   	300    	0.7806193686116936
  0.01 	0       	300     	-1      	0.5    	300    	0.7677549075040521
  0.01 	0       	300     	0.5     	0.5    	300    	0.76971532987347
  0.01 	0       	400     	0       	0      	300    	0.7900802309976229
  0.01 	0       	400     	-1      	0      	300    	0.7886944069870768
  0.01 	0       	400     	-1      	-1     	300    	0.7724297329352339
  0.01 	0       	300     	-1      	-1     	300    	0.6825170836190114
  0.01 	0       	300     	-0.5    	0.5    	300    	0.7676529747518257
  0.01 	0       	400     	-0.5    	0      	300    	0.7909162236949148
